FIP,STNAME,YEAR,MO,POP
51000,New York city,1977,01,"5,649,000   "
37,North Carolina,1977,01,"3,986,000   "
38,North Dakota,1977,01,"450,000   "
39,Ohio,1977,01,"7,773,000   "
40,Oklahoma,1977,01,"2,045,000   "
41,Oregon,1977,01,"1,772,000   "
42,Pennsylvania,1977,01,"8,847,000   "
44,Rhode Island,1977,01,"701,000   "
45,South Carolina,1977,01,"2,036,000   "
46,South Dakota,1977,01,"484,000   "
47,Tennessee,1977,01,"3,154,000   "
48,Texas,1977,01,"9,114,000   "
49,Utah,1977,01,"852,000   "
50,Vermont,1977,01,"348,000   "
51,Virginia,1977,01,"3,627,000   "
53,Washington,1977,01,"2,678,000   "
54,West Virginia,1977,01,"1,383,000   "
55,Wisconsin,1977,01,"3,295,000   "
56,Wyoming,1977,01,"282,000   "
01,Alabama,1977,02,"2,668,000   "
02,Alaska,1977,02,"246,000   "
04,Arizona,1977,02,"1,697,000   "
05,Arkansas,1977,02,"1,568,000   "
06,California,1977,02,"16,104,000   "
037,Los Angeles County,1977,02,"5,367,000   "
08,Colorado,1977,02,"1,898,000   "
09,Connecticut,1977,02,"2,276,000   "
10,Delaware,1977,02,"426,000   "
11,District of Columbia,1977,02,"514,000   "
12,Florida,1977,02,"6,637,000   "
13,Georgia,1977,02,"3,613,000   "
15,Hawaii,1977,02,"603,000   "
16,Idaho,1977,02,"603,000   "
17,Illinois,1977,02,"8,244,000   "
18,Indiana,1977,02,"3,847,000   "
19,Iowa,1977,02,"2,100,000   "
20,Kansas,1977,02,"1,664,000   "
21,Kentucky,1977,02,"2,520,000   "
22,Louisiana,1977,02,"2,751,000   "
23,Maine,1977,02,"784,000   "
24,Maryland,1977,02,"3,011,000   "
25,Massachusetts,1977,02,"4,238,000   "
26,Michigan,1977,02,"6,508,000   "
27,Minnesota,1977,02,"2,844,000   "
28,Mississippi,1977,02,"1,678,000   "
29,Missouri,1977,02,"3,517,000   "
30,Montana,1977,02,"545,000   "
31,Nebraska,1977,02,"1,110,000   "
32,Nevada,1977,02,"481,000   "
33,New Hampshire,1977,02,"617,000   "
34,New Jersey,1977,02,"5,416,000   "
35,New Mexico,1977,02,"828,000   "
36,New York,1977,02,"13,239,000   "
51000,New York city,1977,02,"5,643,000   "
37,North Carolina,1977,02,"3,994,000   "
38,North Dakota,1977,02,"451,000   "
39,Ohio,1977,02,"7,781,000   "
40,Oklahoma,1977,02,"2,049,000   "
41,Oregon,1977,02,"1,777,000   "
42,Pennsylvania,1977,02,"8,853,000   "
44,Rhode Island,1977,02,"702,000   "
45,South Carolina,1977,02,"2,041,000   "
46,South Dakota,1977,02,"485,000   "
47,Tennessee,1977,02,"3,161,000   "
48,Texas,1977,02,"9,137,000   "
49,Utah,1977,02,"855,000   "
50,Vermont,1977,02,"348,000   "
51,Virginia,1977,02,"3,634,000   "
53,Washington,1977,02,"2,685,000   "
54,West Virginia,1977,02,"1,385,000   "
55,Wisconsin,1977,02,"3,300,000   "
56,Wyoming,1977,02,"284,000   "
01,Alabama,1977,03,"2,673,000   "
02,Alaska,1977,03,"246,000   "
04,Arizona,1977,03,"1,703,000   "
05,Arkansas,1977,03,"1,571,000   "
06,California,1977,03,"16,142,000   "
037,Los Angeles County,1977,03,"5,372,000   "
08,Colorado,1977,03,"1,904,000   "
09,Connecticut,1977,03,"2,278,000   "
10,Delaware,1977,03,"426,000   "
11,District of Columbia,1977,03,"514,000   "
12,Florida,1977,03,"6,655,000   "
13,Georgia,1977,03,"3,620,000   "
15,Hawaii,1977,03,"604,000   "
16,Idaho,1977,03,"605,000   "
17,Illinois,1977,03,"8,252,000   "
18,Indiana,1977,03,"3,851,000   "
19,Iowa,1977,03,"2,102,000   "
20,Kansas,1977,03,"1,666,000   "
21,Kentucky,1977,03,"2,524,000   "
22,Louisiana,1977,03,"2,757,000   "
23,Maine,1977,03,"785,000   "
24,Maryland,1977,03,"3,015,000   "
25,Massachusetts,1977,03,"4,242,000   "
26,Michigan,1977,03,"6,516,000   "
27,Minnesota,1977,03,"2,848,000   "
28,Mississippi,1977,03,"1,681,000   "
29,Missouri,1977,03,"3,521,000   "
30,Montana,1977,03,"546,000   "
31,Nebraska,1977,03,"1,111,000   "
32,Nevada,1977,03,"483,000   "
33,New Hampshire,1977,03,"619,000   "
34,New Jersey,1977,03,"5,420,000   "
35,New Mexico,1977,03,"830,000   "
36,New York,1977,03,"13,241,000   "
51000,New York city,1977,03,"5,637,000   "
37,North Carolina,1977,03,"4,001,000   "
38,North Dakota,1977,03,"452,000   "
39,Ohio,1977,03,"7,788,000   "
40,Oklahoma,1977,03,"2,052,000   "
41,Oregon,1977,03,"1,782,000   "
42,Pennsylvania,1977,03,"8,859,000   "
44,Rhode Island,1977,03,"703,000   "
45,South Carolina,1977,03,"2,045,000   "
46,South Dakota,1977,03,"485,000   "
47,Tennessee,1977,03,"3,167,000   "
48,Texas,1977,03,"9,161,000   "
49,Utah,1977,03,"857,000   "
50,Vermont,1977,03,"349,000   "
51,Virginia,1977,03,"3,642,000   "
53,Washington,1977,03,"2,692,000   "
54,West Virginia,1977,03,"1,388,000   "
55,Wisconsin,1977,03,"3,304,000   "
56,Wyoming,1977,03,"285,000   "
01,Alabama,1977,04,"2,677,000   "
02,Alaska,1977,04,"247,000   "
04,Arizona,1977,04,"1,710,000   "
05,Arkansas,1977,04,"1,574,000   "
06,California,1977,04,"16,179,000   "
037,Los Angeles County,1977,04,"5,377,000   "
08,Colorado,1977,04,"1,909,000   "
09,Connecticut,1977,04,"2,280,000   "
10,Delaware,1977,04,"427,000   "
11,District of Columbia,1977,04,"513,000   "
12,Florida,1977,04,"6,672,000   "
13,Georgia,1977,04,"3,628,000   "
15,Hawaii,1977,04,"606,000   "
16,Idaho,1977,04,"606,000   "
17,Illinois,1977,04,"8,261,000   "
18,Indiana,1977,04,"3,856,000   "
19,Iowa,1977,04,"2,104,000   "
20,Kansas,1977,04,"1,668,000   "
21,Kentucky,1977,04,"2,528,000   "
22,Louisiana,1977,04,"2,762,000   "
23,Maine,1977,04,"787,000   "
24,Maryland,1977,04,"3,020,000   "
25,Massachusetts,1977,04,"4,245,000   "
26,Michigan,1977,04,"6,524,000   "
27,Minnesota,1977,04,"2,852,000   "
28,Mississippi,1977,04,"1,684,000   "
29,Missouri,1977,04,"3,525,000   "
30,Montana,1977,04,"547,000   "
31,Nebraska,1977,04,"1,112,000   "
32,Nevada,1977,04,"486,000   "
33,New Hampshire,1977,04,"621,000   "
34,New Jersey,1977,04,"5,425,000   "
35,New Mexico,1977,04,"833,000   "
36,New York,1977,04,"13,242,000   "
51000,New York city,1977,04,"5,631,000   "
37,North Carolina,1977,04,"4,009,000   "
38,North Dakota,1977,04,"452,000   "
39,Ohio,1977,04,"7,795,000   "
40,Oklahoma,1977,04,"2,056,000   "
41,Oregon,1977,04,"1,787,000   "
42,Pennsylvania,1977,04,"8,865,000   "
44,Rhode Island,1977,04,"704,000   "
45,South Carolina,1977,04,"2,050,000   "
46,South Dakota,1977,04,"486,000   "
47,Tennessee,1977,04,"3,174,000   "
48,Texas,1977,04,"9,184,000   "
49,Utah,1977,04,"860,000   "
50,Vermont,1977,04,"350,000   "
51,Virginia,1977,04,"3,649,000   "
53,Washington,1977,04,"2,699,000   "
54,West Virginia,1977,04,"1,390,000   "
55,Wisconsin,1977,04,"3,309,000   "
56,Wyoming,1977,04,"286,000   "
01,Alabama,1977,05,"2,682,000   "
02,Alaska,1977,05,"247,000   "
04,Arizona,1977,05,"1,716,000   "
05,Arkansas,1977,05,"1,578,000   "
06,California,1977,05,"16,217,000   "
037,Los Angeles County,1977,05,"5,383,000   "
08,Colorado,1977,05,"1,915,000   "
09,Connecticut,1977,05,"2,283,000   "
10,Delaware,1977,05,"428,000   "
11,District of Columbia,1977,05,"513,000   "
12,Florida,1977,05,"6,690,000   "
13,Georgia,1977,05,"3,636,000   "
15,Hawaii,1977,05,"607,000   "
16,Idaho,1977,05,"608,000   "
17,Illinois,1977,05,"8,270,000   "
18,Indiana,1977,05,"3,861,000   "
19,Iowa,1977,05,"2,107,000   "
20,Kansas,1977,05,"1,671,000   "
21,Kentucky,1977,05,"2,533,000   "
22,Louisiana,1977,05,"2,768,000   "
23,Maine,1977,05,"788,000   "
24,Maryland,1977,05,"3,024,000   "
25,Massachusetts,1977,05,"4,249,000   "
26,Michigan,1977,05,"6,532,000   "
27,Minnesota,1977,05,"2,856,000   "
28,Mississippi,1977,05,"1,687,000   "
29,Missouri,1977,05,"3,529,000   "
30,Montana,1977,05,"549,000   "
31,Nebraska,1977,05,"1,113,000   "
32,Nevada,1977,05,"488,000   "
33,New Hampshire,1977,05,"623,000   "
34,New Jersey,1977,05,"5,429,000   "
35,New Mexico,1977,05,"835,000   "
36,New York,1977,05,"13,243,000   "
51000,New York city,1977,05,"5,626,000   "
37,North Carolina,1977,05,"4,017,000   "
38,North Dakota,1977,05,"453,000   "
39,Ohio,1977,05,"7,802,000   "
40,Oklahoma,1977,05,"2,060,000   "
41,Oregon,1977,05,"1,793,000   "
42,Pennsylvania,1977,05,"8,872,000   "
44,Rhode Island,1977,05,"705,000   "
45,South Carolina,1977,05,"2,054,000   "
46,South Dakota,1977,05,"486,000   "
47,Tennessee,1977,05,"3,180,000   "
48,Texas,1977,05,"9,207,000   "
49,Utah,1977,05,"862,000   "
50,Vermont,1977,05,"351,000   "
51,Virginia,1977,05,"3,656,000   "
53,Washington,1977,05,"2,706,000   "
54,West Virginia,1977,05,"1,392,000   "
55,Wisconsin,1977,05,"3,314,000   "
56,Wyoming,1977,05,"287,000   "
01,Alabama,1977,06,"2,686,000   "
02,Alaska,1977,06,"248,000   "
04,Arizona,1977,06,"1,723,000   "
05,Arkansas,1977,06,"1,581,000   "
06,California,1977,06,"16,254,000   "
037,Los Angeles County,1977,06,"5,388,000   "
08,Colorado,1977,06,"1,920,000   "
09,Connecticut,1977,06,"2,285,000   "
10,Delaware,1977,06,"428,000   "
11,District of Columbia,1977,06,"512,000   "
12,Florida,1977,06,"6,707,000   "
13,Georgia,1977,06,"3,643,000   "
15,Hawaii,1977,06,"609,000   "
16,Idaho,1977,06,"610,000   "
17,Illinois,1977,06,"8,278,000   "
18,Indiana,1977,06,"3,865,000   "
19,Iowa,1977,06,"2,109,000   "
20,Kansas,1977,06,"1,673,000   "
21,Kentucky,1977,06,"2,537,000   "
22,Louisiana,1977,06,"2,773,000   "
23,Maine,1977,06,"790,000   "
24,Maryland,1977,06,"3,029,000   "
25,Massachusetts,1977,06,"4,252,000   "
26,Michigan,1977,06,"6,539,000   "
27,Minnesota,1977,06,"2,860,000   "
28,Mississippi,1977,06,"1,689,000   "
29,Missouri,1977,06,"3,533,000   "
30,Montana,1977,06,"550,000   "
31,Nebraska,1977,06,"1,114,000   "
32,Nevada,1977,06,"491,000   "
33,New Hampshire,1977,06,"625,000   "
34,New Jersey,1977,06,"5,434,000   "
35,New Mexico,1977,06,"838,000   "
36,New York,1977,06,"13,245,000   "
51000,New York city,1977,06,"5,620,000   "
37,North Carolina,1977,06,"4,024,000   "
38,North Dakota,1977,06,"453,000   "
39,Ohio,1977,06,"7,809,000   "
40,Oklahoma,1977,06,"2,063,000   "
41,Oregon,1977,06,"1,798,000   "
42,Pennsylvania,1977,06,"8,878,000   "
44,Rhode Island,1977,06,"706,000   "
45,South Carolina,1977,06,"2,059,000   "
46,South Dakota,1977,06,"487,000   "
47,Tennessee,1977,06,"3,187,000   "
48,Texas,1977,06,"9,231,000   "
49,Utah,1977,06,"865,000   "
50,Vermont,1977,06,"351,000   "
51,Virginia,1977,06,"3,664,000   "
53,Washington,1977,06,"2,713,000   "
54,West Virginia,1977,06,"1,395,000   "
55,Wisconsin,1977,06,"3,318,000   "
56,Wyoming,1977,06,"288,000   "
01,Alabama,1977,07,"2,691,000   "
02,Alaska,1977,07,"248,000   "
04,Arizona,1977,07,"1,729,000   "
05,Arkansas,1977,07,"1,584,000   "
06,California,1977,07,"16,292,000   "
037,Los Angeles County,1977,07,"5,393,000   "
08,Colorado,1977,07,"1,926,000   "
09,Connecticut,1977,07,"2,287,000   "
10,Delaware,1977,07,"429,000   "
11,District of Columbia,1977,07,"512,000   "
12,Florida,1977,07,"6,725,000   "
13,Georgia,1977,07,"3,651,000   "
15,Hawaii,1977,07,"610,000   "
16,Idaho,1977,07,"612,000   "
17,Illinois,1977,07,"8,287,000   "
18,Indiana,1977,07,"3,870,000   "
19,Iowa,1977,07,"2,111,000   "
20,Kansas,1977,07,"1,675,000   "
21,Kentucky,1977,07,"2,541,000   "
22,Louisiana,1977,07,"2,779,000   "
23,Maine,1977,07,"791,000   "
24,Maryland,1977,07,"3,033,000   "
25,Massachusetts,1977,07,"4,256,000   "
26,Michigan,1977,07,"6,547,000   "
27,Minnesota,1977,07,"2,864,000   "
28,Mississippi,1977,07,"1,692,000   "
29,Missouri,1977,07,"3,537,000   "
30,Montana,1977,07,"551,000   "
31,Nebraska,1977,07,"1,115,000   "
32,Nevada,1977,07,"493,000   "
33,New Hampshire,1977,07,"627,000   "
34,New Jersey,1977,07,"5,438,000   "
35,New Mexico,1977,07,"840,000   "
36,New York,1977,07,"13,246,000   "
51000,New York city,1977,07,"5,614,000   "
37,North Carolina,1977,07,"4,032,000   "
38,North Dakota,1977,07,"454,000   "
39,Ohio,1977,07,"7,816,000   "
40,Oklahoma,1977,07,"2,067,000   "
41,Oregon,1977,07,"1,803,000   "
42,Pennsylvania,1977,07,"8,884,000   "
44,Rhode Island,1977,07,"707,000   "
45,South Carolina,1977,07,"2,063,000   "
46,South Dakota,1977,07,"487,000   "
47,Tennessee,1977,07,"3,193,000   "
48,Texas,1977,07,"9,254,000   "
49,Utah,1977,07,"867,000   "
50,Vermont,1977,07,"352,000   "
51,Virginia,1977,07,"3,671,000   "
53,Washington,1977,07,"2,720,000   "
54,West Virginia,1977,07,"1,397,000   "
55,Wisconsin,1977,07,"3,323,000   "
56,Wyoming,1977,07,"289,000   "
01,Alabama,1977,08,"2,696,000   "
02,Alaska,1977,08,"249,000   "
04,Arizona,1977,08,"1,736,000   "
05,Arkansas,1977,08,"1,587,000   "
06,California,1977,08,"16,333,000   "
037,Los Angeles County,1977,08,"5,401,000   "
08,Colorado,1977,08,"1,932,000   "
09,Connecticut,1977,08,"2,289,000   "
10,Delaware,1977,08,"430,000   "
11,District of Columbia,1977,08,"512,000   "
12,Florida,1977,08,"6,746,000   "
13,Georgia,1977,08,"3,658,000   "
15,Hawaii,1977,08,"611,000   "
16,Idaho,1977,08,"614,000   "
17,Illinois,1977,08,"8,294,000   "
18,Indiana,1977,08,"3,875,000   "
19,Iowa,1977,08,"2,113,000   "
20,Kansas,1977,08,"1,677,000   "
21,Kentucky,1977,08,"2,545,000   "
22,Louisiana,1977,08,"2,784,000   "
23,Maine,1977,08,"792,000   "
24,Maryland,1977,08,"3,037,000   "
25,Massachusetts,1977,08,"4,260,000   "
26,Michigan,1977,08,"6,555,000   "
27,Minnesota,1977,08,"2,868,000   "
28,Mississippi,1977,08,"1,695,000   "
29,Missouri,1977,08,"3,541,000   "
30,Montana,1977,08,"552,000   "
31,Nebraska,1977,08,"1,116,000   "
32,Nevada,1977,08,"496,000   "
33,New Hampshire,1977,08,"629,000   "
34,New Jersey,1977,08,"5,443,000   "
35,New Mexico,1977,08,"842,000   "
36,New York,1977,08,"13,246,000   "
51000,New York city,1977,08,"5,609,000   "
37,North Carolina,1977,08,"4,039,000   "
38,North Dakota,1977,08,"454,000   "
39,Ohio,1977,08,"7,823,000   "
40,Oklahoma,1977,08,"2,071,000   "
41,Oregon,1977,08,"1,808,000   "
42,Pennsylvania,1977,08,"8,889,000   "
44,Rhode Island,1977,08,"708,000   "
45,South Carolina,1977,08,"2,068,000   "
46,South Dakota,1977,08,"487,000   "
47,Tennessee,1977,08,"3,198,000   "
48,Texas,1977,08,"9,278,000   "
49,Utah,1977,08,"870,000   "
50,Vermont,1977,08,"353,000   "
51,Virginia,1977,08,"3,679,000   "
53,Washington,1977,08,"2,729,000   "
54,West Virginia,1977,08,"1,398,000   "
55,Wisconsin,1977,08,"3,327,000   "
56,Wyoming,1977,08,"290,000   "
01,Alabama,1977,09,"2,701,000   "
02,Alaska,1977,09,"249,000   "
04,Arizona,1977,09,"1,743,000   "
05,Arkansas,1977,09,"1,590,000   "
06,California,1977,09,"16,375,000   "
037,Los Angeles County,1977,09,"5,410,000   "
08,Colorado,1977,09,"1,938,000   "
09,Connecticut,1977,09,"2,292,000   "
10,Delaware,1977,09,"430,000   "
11,District of Columbia,1977,09,"512,000   "
12,Florida,1977,09,"6,767,000   "
13,Georgia,1977,09,"3,665,000   "
15,Hawaii,1977,09,"612,000   "
16,Idaho,1977,09,"616,000   "
17,Illinois,1977,09,"8,301,000   "
18,Indiana,1977,09,"3,881,000   "
19,Iowa,1977,09,"2,114,000   "
20,Kansas,1977,09,"1,679,000   "
21,Kentucky,1977,09,"2,548,000   "
22,Louisiana,1977,09,"2,789,000   "
23,Maine,1977,09,"794,000   "
24,Maryland,1977,09,"3,041,000   "
25,Massachusetts,1977,09,"4,263,000   "
26,Michigan,1977,09,"6,562,000   "
27,Minnesota,1977,09,"2,872,000   "
28,Mississippi,1977,09,"1,697,000   "
29,Missouri,1977,09,"3,545,000   "
30,Montana,1977,09,"554,000   "
31,Nebraska,1977,09,"1,117,000   "
32,Nevada,1977,09,"499,000   "
33,New Hampshire,1977,09,"631,000   "
34,New Jersey,1977,09,"5,449,000   "
35,New Mexico,1977,09,"845,000   "
36,New York,1977,09,"13,247,000   "
51000,New York city,1977,09,"5,605,000   "
37,North Carolina,1977,09,"4,046,000   "
38,North Dakota,1977,09,"455,000   "
39,Ohio,1977,09,"7,830,000   "
40,Oklahoma,1977,09,"2,075,000   "
41,Oregon,1977,09,"1,813,000   "
42,Pennsylvania,1977,09,"8,893,000   "
44,Rhode Island,1977,09,"708,000   "
45,South Carolina,1977,09,"2,073,000   "
46,South Dakota,1977,09,"488,000   "
47,Tennessee,1977,09,"3,203,000   "
48,Texas,1977,09,"9,302,000   "
49,Utah,1977,09,"872,000   "
50,Vermont,1977,09,"353,000   "
51,Virginia,1977,09,"3,686,000   "
53,Washington,1977,09,"2,738,000   "
54,West Virginia,1977,09,"1,400,000   "
55,Wisconsin,1977,09,"3,330,000   "
56,Wyoming,1977,09,"292,000   "
01,Alabama,1977,10,"2,705,000   "
02,Alaska,1977,10,"250,000   "
04,Arizona,1977,10,"1,749,000   "
05,Arkansas,1977,10,"1,592,000   "
06,California,1977,10,"16,416,000   "
037,Los Angeles County,1977,10,"5,418,000   "
08,Colorado,1977,10,"1,944,000   "
09,Connecticut,1977,10,"2,294,000   "
10,Delaware,1977,10,"431,000   "
11,District of Columbia,1977,10,"511,000   "
12,Florida,1977,10,"6,787,000   "
13,Georgia,1977,10,"3,672,000   "
15,Hawaii,1977,10,"613,000   "
16,Idaho,1977,10,"617,000   "
17,Illinois,1977,10,"8,308,000   "
18,Indiana,1977,10,"3,886,000   "
19,Iowa,1977,10,"2,116,000   "
20,Kansas,1977,10,"1,681,000   "
21,Kentucky,1977,10,"2,552,000   "
22,Louisiana,1977,10,"2,794,000   "
23,Maine,1977,10,"795,000   "
24,Maryland,1977,10,"3,045,000   "
25,Massachusetts,1977,10,"4,267,000   "
26,Michigan,1977,10,"6,570,000   "
27,Minnesota,1977,10,"2,875,000   "
28,Mississippi,1977,10,"1,700,000   "
29,Missouri,1977,10,"3,549,000   "
30,Montana,1977,10,"555,000   "
31,Nebraska,1977,10,"1,118,000   "
32,Nevada,1977,10,"502,000   "
33,New Hampshire,1977,10,"632,000   "
34,New Jersey,1977,10,"5,454,000   "
35,New Mexico,1977,10,"847,000   "
36,New York,1977,10,"13,247,000   "
51000,New York city,1977,10,"5,600,000   "
37,North Carolina,1977,10,"4,053,000   "
38,North Dakota,1977,10,"455,000   "
39,Ohio,1977,10,"7,836,000   "
40,Oklahoma,1977,10,"2,079,000   "
41,Oregon,1977,10,"1,818,000   "
42,Pennsylvania,1977,10,"8,898,000   "
44,Rhode Island,1977,10,"709,000   "
45,South Carolina,1977,10,"2,077,000   "
46,South Dakota,1977,10,"488,000   "
47,Tennessee,1977,10,"3,208,000   "
48,Texas,1977,10,"9,326,000   "
49,Utah,1977,10,"875,000   "
50,Vermont,1977,10,"354,000   "
51,Virginia,1977,10,"3,694,000   "
53,Washington,1977,10,"2,747,000   "
54,West Virginia,1977,10,"1,401,000   "
55,Wisconsin,1977,10,"3,334,000   "
56,Wyoming,1977,10,"293,000   "
01,Alabama,1977,11,"2,710,000   "
02,Alaska,1977,11,"251,000   "
04,Arizona,1977,11,"1,756,000   "
05,Arkansas,1977,11,"1,595,000   "
06,California,1977,11,"16,458,000   "
037,Los Angeles County,1977,11,"5,427,000   "
08,Colorado,1977,11,"1,950,000   "
09,Connecticut,1977,11,"2,296,000   "
10,Delaware,1977,11,"431,000   "
11,District of Columbia,1977,11,"511,000   "
12,Florida,1977,11,"6,808,000   "
13,Georgia,1977,11,"3,679,000   "
15,Hawaii,1977,11,"615,000   "
16,Idaho,1977,11,"619,000   "
17,Illinois,1977,11,"8,316,000   "
18,Indiana,1977,11,"3,891,000   "
19,Iowa,1977,11,"2,118,000   "
20,Kansas,1977,11,"1,683,000   "
21,Kentucky,1977,11,"2,555,000   "
22,Louisiana,1977,11,"2,799,000   "
23,Maine,1977,11,"796,000   "
24,Maryland,1977,11,"3,049,000   "
25,Massachusetts,1977,11,"4,270,000   "
26,Michigan,1977,11,"6,578,000   "
27,Minnesota,1977,11,"2,879,000   "
28,Mississippi,1977,11,"1,703,000   "
29,Missouri,1977,11,"3,553,000   "
30,Montana,1977,11,"556,000   "
31,Nebraska,1977,11,"1,119,000   "
32,Nevada,1977,11,"505,000   "
33,New Hampshire,1977,11,"634,000   "
34,New Jersey,1977,11,"5,459,000   "
35,New Mexico,1977,11,"849,000   "
36,New York,1977,11,"13,247,000   "
51000,New York city,1977,11,"5,595,000   "
37,North Carolina,1977,11,"4,060,000   "
38,North Dakota,1977,11,"456,000   "
39,Ohio,1977,11,"7,843,000   "
40,Oklahoma,1977,11,"2,083,000   "
41,Oregon,1977,11,"1,824,000   "
42,Pennsylvania,1977,11,"8,903,000   "
44,Rhode Island,1977,11,"710,000   "
45,South Carolina,1977,11,"2,082,000   "
46,South Dakota,1977,11,"488,000   "
47,Tennessee,1977,11,"3,214,000   "
48,Texas,1977,11,"9,350,000   "
49,Utah,1977,11,"877,000   "
50,Vermont,1977,11,"355,000   "
51,Virginia,1977,11,"3,701,000   "
53,Washington,1977,11,"2,756,000   "
54,West Virginia,1977,11,"1,402,000   "
55,Wisconsin,1977,11,"3,338,000   "
56,Wyoming,1977,11,"294,000   "
01,Alabama,1977,12,"2,715,000   "
02,Alaska,1977,12,"251,000   "
04,Arizona,1977,12,"1,763,000   "
05,Arkansas,1977,12,"1,598,000   "
06,California,1977,12,"16,499,000   "
037,Los Angeles County,1977,12,"5,435,000   "
08,Colorado,1977,12,"1,956,000   "
09,Connecticut,1977,12,"2,298,000   "
10,Delaware,1977,12,"432,000   "
11,District of Columbia,1977,12,"511,000   "
12,Florida,1977,12,"6,829,000   "
13,Georgia,1977,12,"3,686,000   "
15,Hawaii,1977,12,"616,000   "
16,Idaho,1977,12,"621,000   "
17,Illinois,1977,12,"8,323,000   "
18,Indiana,1977,12,"3,896,000   "
19,Iowa,1977,12,"2,119,000   "
20,Kansas,1977,12,"1,685,000   "
21,Kentucky,1977,12,"2,559,000   "
22,Louisiana,1977,12,"2,804,000   "
23,Maine,1977,12,"797,000   "
24,Maryland,1977,12,"3,053,000   "
25,Massachusetts,1977,12,"4,274,000   "
26,Michigan,1977,12,"6,585,000   "
27,Minnesota,1977,12,"2,883,000   "
28,Mississippi,1977,12,"1,705,000   "
29,Missouri,1977,12,"3,557,000   "
30,Montana,1977,12,"557,000   "
31,Nebraska,1977,12,"1,120,000   "
32,Nevada,1977,12,"508,000   "
33,New Hampshire,1977,12,"636,000   "
34,New Jersey,1977,12,"5,464,000   "
35,New Mexico,1977,12,"851,000   "
36,New York,1977,12,"13,248,000   "
51000,New York city,1977,12,"5,590,000   "
37,North Carolina,1977,12,"4,067,000   "
38,North Dakota,1977,12,"456,000   "
39,Ohio,1977,12,"7,850,000   "
40,Oklahoma,1977,12,"2,087,000   "
41,Oregon,1977,12,"1,829,000   "
42,Pennsylvania,1977,12,"8,907,000   "
44,Rhode Island,1977,12,"710,000   "
45,South Carolina,1977,12,"2,087,000   "
46,South Dakota,1977,12,"488,000   "
47,Tennessee,1977,12,"3,219,000   "
48,Texas,1977,12,"9,374,000   "
49,Utah,1977,12,"880,000   "
50,Vermont,1977,12,"355,000   "
51,Virginia,1977,12,"3,709,000   "
53,Washington,1977,12,"2,765,000   "
54,West Virginia,1977,12,"1,404,000   "
